rank,Longitude,Latitude,Time,Temperature,Depth,Vessel_name,Profil_id
31,4.517000198364258,58.891998291015625,19669.888703703702,10.705,0,AA,175
32,4.9166998863220215,58.932701110839844,19670.003194444445,10.749,0,AA,185
33,5.173799991607666,58.94049835205078,19670.097962962962,10.854000000000001,0,AA,195
34,4.348700046539307,58.383201599121094,19672.30861111111,10.272,0,AA,172
35,4.155300140380859,58.33980178833008,19672.42976851852,10.112,0,AA,167
36,4.786499977111816,58.20830154418945,19672.63351851852,10.089,0,AA,181
37,6.409200191497803,57.98030090332031,19673.457476851854,10.107000000000001,0,AA,234
38,5.783299922943115,58.94419860839844,19682.974791666667,10.926,0,AA,219
39,6.076900005340576,58.89459991455078,19683.289097222223,10.204,0,AA,228
40,6.274400234222412,59.00320053100586,19683.34252314815,7.872,0,AA,232
41,6.495800018310547,59.03179931640625,19683.391180555554,8.431000000000001,0,AA,235
42,6.630199909210205,59.05139923095703,19683.43263888889,8.498,0,AA,240
43,5.8653998374938965,58.984901428222656,19683.559675925924,10.227,0,AA,221
44,5.869500160217285,59.067501068115234,19683.598541666666,10.188,0,AA,222
45,6.074999809265137,59.39590072631836,19683.774791666667,10.59,0,AA,227
46,6.259300231933594,59.507999420166016,19683.833819444444,8.67,0,AA,231
47,5.941999912261963,59.309600830078125,19683.93388888889,9.227,0,AA,224
48,5.551499843597412,59.16559982299805,19684.02965277778,9.507,0,AA,214
49,6.543499946594238,60.081199645996094,19685.29045138889,10.706,0,AA,236
50,6.547800064086914,60.12200164794922,19685.31355324074,10.71,0,AA,237
51,6.564199924468994,60.17020034790039,19685.341608796294,9.743,0,AA,239
52,6.633999824523926,60.32500076293945,19685.397696759257,10.115,0,AA,241
53,4.7891998291015625,60.856300354003906,19686.994618055556,9.704,0,AA,182
54,4.8993000984191895,60.84980010986328,19687.029293981483,9.506,0,AA,184
55,5.076000213623047,60.817298889160156,19687.0784375,10.174,0,AA,192
56,5.236499786376953,60.760799407958984,19687.13505787037,10.17,0,AA,197
57,5.411300182342529,60.698699951171875,19687.2084375,10.587,0,AA,207
58,5.340799808502197,60.82429885864258,19687.282349537036,10.506,0,AA,203
59,5.364500045776367,60.86669921875,19687.31769675926,8.614,0,AA,205
60,5.465799808502197,60.880699157714844,19687.35542824074,10.883000000000001,0,AA,210
61,5.307000160217285,61.08150100708008,19649.426550925924,9.289,1,AA,200
62,5.307000160217285,61.08150100708008,19649.456597222223,9.505,1,AA,200
63,5.559700012207031,60.87070083618164,19650.209328703702,11.159,1,AA,215
64,5.386199951171875,60.87179946899414,19650.403171296297,12.785,1,AA,206
65,5.47130012512207,60.88199996948242,19650.647696759257,12.157,1,AA,211
66,5.347499847412109,60.84880065917969,19650.99832175926,13.027000000000001,1,AA,204
67,5.316699981689453,60.80619812011719,19651.030208333334,10.248,1,AA,201
68,5.317299842834473,60.80619812011719,19651.379756944447,8.192,1,AA,202
69,5.168700218200684,60.685699462890625,19652.187280092592,8.905,1,AA,194
70,5.168700218200684,60.685699462890625,19652.5134375,9.223,1,AA,194
71,5.215000152587891,60.65620040893555,19652.67042824074,10.077,1,AA,196
72,5.255799770355225,60.624298095703125,19652.937997685185,9.625,1,AA,199
73,5.091300010681152,60.71220016479492,19653.09107638889,8.577,1,AA,193
74,5.05620002746582,60.72549819946289,19653.734733796296,8.73,1,AA,191
75,5.055799961090088,60.725799560546875,19653.749270833334,8.669,1,AA,190
76,5.038300037384033,60.73350143432617,19653.932997685184,9.452,1,AA,189
77,6.869800090789795,57.63370132446289,19668.302037037036,10.44,1,AA,242
78,6.361199855804443,57.650299072265625,19668.441435185185,10.485,1,AA,233
79,5.934700012207031,57.6682014465332,19668.548333333332,10.395,1,AA,223
80,5.857699871063232,57.76169967651367,19668.622893518517,10.449,1,AA,220
81,5.957200050354004,57.92319869995117,19668.719050925927,10.36,1,AA,225
82,6.554200172424316,58.16080093383789,19668.89613425926,10.541,1,AA,238
83,6.0346999168396,58.29100036621094,19669.012800925924,10.743,1,AA,226
84,5.776199817657471,58.2859992980957,19669.096412037037,10.808,1,AA,218
85,5.483799934387207,58.33649826049805,19669.186550925926,10.93,1,AA,212
86,5.461699962615967,58.40380096435547,19669.288194444445,10.886000000000001,1,AA,209
87,5.572000026702881,58.561798095703125,19669.387314814816,10.915000000000001,1,AA,216
88,5.415299892425537,58.58919906616211,19669.46125,11.019,1,AA,208
89,5.242000102996826,58.590301513671875,19669.54097222222,10.844,1,AA,198
90,4.980800151824951,58.660499572753906,19669.623726851853,11.014,1,AA,187
91,4.6427001953125,58.54280090332031,19669.744930555556,10.672,1,AA,179
92,4.517000198364258,58.891998291015625,19669.888703703702,10.706,1,AA,175
93,4.9166998863220215,58.932701110839844,19670.003194444445,10.752,1,AA,185
94,5.173799991607666,58.94049835205078,19670.097962962962,10.852,1,AA,195
95,4.348700046539307,58.383201599121094,19672.30861111111,10.272,1,AA,172
96,4.155300140380859,58.33980178833008,19672.42976851852,10.116,1,AA,167
97,4.786499977111816,58.20830154418945,19672.63351851852,10.092,1,AA,181
98,6.409200191497803,57.98030090332031,19673.457476851854,10.109,1,AA,234
99,5.783299922943115,58.94419860839844,19682.974791666667,10.926,1,AA,219
100,6.076900005340576,58.89459991455078,19683.289097222223,10.267,1,AA,228
101,6.274400234222412,59.00320053100586,19683.34252314815,7.917,1,AA,232
102,6.495800018310547,59.03179931640625,19683.391180555554,8.624,1,AA,235
103,6.630199909210205,59.05139923095703,19683.43263888889,8.68,1,AA,240
104,5.8653998374938965,58.984901428222656,19683.559675925924,10.239,1,AA,221
105,5.869500160217285,59.067501068115234,19683.598541666666,10.197000000000001,1,AA,222
106,6.074999809265137,59.39590072631836,19683.774791666667,11.611,1,AA,227
107,6.259300231933594,59.507999420166016,19683.833819444444,8.575000000000001,1,AA,231
108,5.941999912261963,59.309600830078125,19683.93388888889,9.277000000000001,1,AA,224
109,5.551499843597412,59.16559982299805,19684.02965277778,9.506,1,AA,214
110,6.543499946594238,60.081199645996094,19685.29045138889,10.727,1,AA,236
111,6.547800064086914,60.12200164794922,19685.31355324074,10.795,1,AA,237
112,6.564199924468994,60.17020034790039,19685.341608796294,10.089,1,AA,239
113,6.633999824523926,60.32500076293945,19685.397696759257,10.156,1,AA,241
114,4.7891998291015625,60.856300354003906,19686.994618055556,9.705,1,AA,182
115,4.8993000984191895,60.84980010986328,19687.029293981483,9.516,1,AA,184
116,5.076000213623047,60.817298889160156,19687.0784375,10.173,1,AA,192
117,5.236499786376953,60.760799407958984,19687.13505787037,10.168000000000001,1,AA,197
118,5.411300182342529,60.698699951171875,19687.2084375,10.61,1,AA,207
119,5.340799808502197,60.82429885864258,19687.282349537036,10.713000000000001,1,AA,203
120,5.364500045776367,60.86669921875,19687.31769675926,8.790000000000001,1,AA,205
121,5.465799808502197,60.880699157714844,19687.35542824074,10.881,1,AA,210
122,5.307000160217285,61.08150100708008,19649.426550925924,9.311,2,AA,200
123,5.307000160217285,61.08150100708008,19649.456597222223,9.384,2,AA,200
124,5.559700012207031,60.87070083618164,19650.209328703702,12.028,2,AA,215
125,5.386199951171875,60.87179946899414,19650.403171296297,13.093,2,AA,206
126,5.47130012512207,60.88199996948242,19650.647696759257,12.885,2,AA,211
127,5.347499847412109,60.84880065917969,19650.99832175926,13.128,2,AA,204
128,5.316699981689453,60.80619812011719,19651.030208333334,12.385,2,AA,201
129,5.317299842834473,60.80619812011719,19651.379756944447,10.723,2,AA,202
130,5.168700218200684,60.685699462890625,19652.187280092592,9.001,2,AA,194
131,5.168700218200684,60.685699462890625,19652.5134375,9.542,2,AA,194
132,5.215000152587891,60.65620040893555,19652.67042824074,10.213000000000001,2,AA,196
133,5.255799770355225,60.624298095703125,19652.937997685185,9.912,2,AA,199
134,5.091300010681152,60.71220016479492,19653.09107638889,8.676,2,AA,193
135,5.05620002746582,60.72549819946289,19653.734733796296,8.977,2,AA,191
136,5.055799961090088,60.725799560546875,19653.749270833334,8.965,2,AA,190
137,5.038300037384033,60.73350143432617,19653.932997685184,9.497,2,AA,189
138,6.869800090789795,57.63370132446289,19668.302037037036,10.439,2,AA,242
139,6.361199855804443,57.650299072265625,19668.441435185185,10.482000000000001,2,AA,233
140,5.934700012207031,57.6682014465332,19668.548333333332,10.395,2,AA,223
141,5.857699871063232,57.76169967651367,19668.622893518517,10.448,2,AA,220
142,5.957200050354004,57.92319869995117,19668.719050925927,10.36,2,AA,225
143,6.554200172424316,58.16080093383789,19668.89613425926,10.517,2,AA,238
144,6.0346999168396,58.29100036621094,19669.012800925924,10.742,2,AA,226
145,5.776199817657471,58.2859992980957,19669.096412037037,10.83,2,AA,218
146,5.483799934387207,58.33649826049805,19669.186550925926,10.929,2,AA,212
147,5.461699962615967,58.40380096435547,19669.288194444445,10.886000000000001,2,AA,209
148,5.572000026702881,58.561798095703125,19669.387314814816,10.909,2,AA,216
149,5.415299892425537,58.58919906616211,19669.46125,11.002,2,AA,208
150,5.242000102996826,58.590301513671875,19669.54097222222,10.847,2,AA,198
151,4.980800151824951,58.660499572753906,19669.623726851853,11.008000000000001,2,AA,187
152,4.6427001953125,58.54280090332031,19669.744930555556,10.672,2,AA,179
153,4.517000198364258,58.891998291015625,19669.888703703702,10.706,2,AA,175
154,4.9166998863220215,58.932701110839844,19670.003194444445,10.765,2,AA,185
155,5.173799991607666,58.94049835205078,19670.097962962962,10.866,2,AA,195
156,4.348700046539307,58.383201599121094,19672.30861111111,10.272,2,AA,172
157,4.155300140380859,58.33980178833008,19672.42976851852,10.116,2,AA,167
158,4.786499977111816,58.20830154418945,19672.63351851852,10.094,2,AA,181
159,6.409200191497803,57.98030090332031,19673.457476851854,10.11,2,AA,234
160,5.783299922943115,58.94419860839844,19682.974791666667,10.926,2,AA,219
161,6.076900005340576,58.89459991455078,19683.289097222223,10.526,2,AA,228
162,6.274400234222412,59.00320053100586,19683.34252314815,8.232,2,AA,232
163,6.495800018310547,59.03179931640625,19683.391180555554,8.639,2,AA,235
164,6.630199909210205,59.05139923095703,19683.43263888889,8.702,2,AA,240
165,5.8653998374938965,58.984901428222656,19683.559675925924,10.247,2,AA,221
166,5.869500160217285,59.067501068115234,19683.598541666666,10.124,2,AA,222
167,6.074999809265137,59.39590072631836,19683.774791666667,11.756,2,AA,227
168,6.259300231933594,59.507999420166016,19683.833819444444,8.906,2,AA,231
169,5.941999912261963,59.309600830078125,19683.93388888889,9.353,2,AA,224
170,5.551499843597412,59.16559982299805,19684.02965277778,9.51,2,AA,214
171,6.543499946594238,60.081199645996094,19685.29045138889,10.697000000000001,2,AA,236
172,6.547800064086914,60.12200164794922,19685.31355324074,10.793000000000001,2,AA,237
173,6.564199924468994,60.17020034790039,19685.341608796294,10.163,2,AA,239
174,6.633999824523926,60.32500076293945,19685.397696759257,10.297,2,AA,241
175,4.7891998291015625,60.856300354003906,19686.994618055556,9.706,2,AA,182
176,4.8993000984191895,60.84980010986328,19687.029293981483,9.513,2,AA,184
177,5.076000213623047,60.817298889160156,19687.0784375,10.157,2,AA,192
178,5.236499786376953,60.760799407958984,19687.13505787037,10.169,2,AA,197
179,5.411300182342529,60.698699951171875,19687.2084375,10.615,2,AA,207
180,5.340799808502197,60.82429885864258,19687.282349537036,10.766,2,AA,203
181,5.364500045776367,60.86669921875,19687.31769675926,8.991,2,AA,205
182,5.465799808502197,60.880699157714844,19687.35542824074,10.944,2,AA,210
183,5.307000160217285,61.08150100708008,19649.426550925924,9.351,3,AA,200
184,5.307000160217285,61.08150100708008,19649.456597222223,9.454,3,AA,200
185,5.559700012207031,60.87070083618164,19650.209328703702,12.346,3,AA,215
186,5.386199951171875,60.87179946899414,19650.403171296297,13.129,3,AA,206
187,5.47130012512207,60.88199996948242,19650.647696759257,12.891,3,AA,211
188,5.347499847412109,60.84880065917969,19650.99832175926,13.161,3,AA,204
189,5.316699981689453,60.80619812011719,19651.030208333334,12.94,3,AA,201
190,5.317299842834473,60.80619812011719,19651.379756944447,12.561,3,AA,202
191,5.168700218200684,60.685699462890625,19652.187280092592,8.895,3,AA,194
192,5.168700218200684,60.685699462890625,19652.5134375,9.389,3,AA,194
193,5.215000152587891,60.65620040893555,19652.67042824074,10.266,3,AA,196
194,5.255799770355225,60.624298095703125,19652.937997685185,10.203,3,AA,199
195,5.091300010681152,60.71220016479492,19653.09107638889,8.739,3,AA,193
196,5.05620002746582,60.72549819946289,19653.734733796296,9.16,3,AA,191
197,5.055799961090088,60.725799560546875,19653.749270833334,9.075000000000001,3,AA,190
198,5.038300037384033,60.73350143432617,19653.932997685184,9.528,3,AA,189
199,6.869800090789795,57.63370132446289,19668.302037037036,10.438,3,AA,242
200,6.361199855804443,57.650299072265625,19668.441435185185,10.482000000000001,3,AA,233
201,5.934700012207031,57.6682014465332,19668.548333333332,10.396,3,AA,223
202,5.857699871063232,57.76169967651367,19668.622893518517,10.449,3,AA,220
203,5.957200050354004,57.92319869995117,19668.719050925927,10.36,3,AA,225
204,6.554200172424316,58.16080093383789,19668.89613425926,10.591000000000001,3,AA,238
205,6.0346999168396,58.29100036621094,19669.012800925924,10.742,3,AA,226
206,5.776199817657471,58.2859992980957,19669.096412037037,10.82,3,AA,218
207,5.483799934387207,58.33649826049805,19669.186550925926,10.929,3,AA,212
208,5.461699962615967,58.40380096435547,19669.288194444445,10.887,3,AA,209
209,5.572000026702881,58.561798095703125,19669.387314814816,10.91,3,AA,216
210,5.415299892425537,58.58919906616211,19669.46125,11.013,3,AA,208
211,5.242000102996826,58.590301513671875,19669.54097222222,10.843,3,AA,198
212,4.980800151824951,58.660499572753906,19669.623726851853,11.141,3,AA,187
213,4.6427001953125,58.54280090332031,19669.744930555556,10.674,3,AA,179
214,4.517000198364258,58.891998291015625,19669.888703703702,10.707,3,AA,175
215,4.9166998863220215,58.932701110839844,19670.003194444445,10.78,3,AA,185
216,5.173799991607666,58.94049835205078,19670.097962962962,10.864,3,AA,195
217,4.348700046539307,58.383201599121094,19672.30861111111,10.272,3,AA,172
218,4.155300140380859,58.33980178833008,19672.42976851852,10.117,3,AA,167
219,4.786499977111816,58.20830154418945,19672.63351851852,10.092,3,AA,181
220,6.409200191497803,57.98030090332031,19673.457476851854,10.112,3,AA,234
221,5.783299922943115,58.94419860839844,19682.974791666667,10.923,3,AA,219
222,6.076900005340576,58.89459991455078,19683.289097222223,10.726,3,AA,228
223,6.274400234222412,59.00320053100586,19683.34252314815,8.354000000000001,3,AA,232
224,6.495800018310547,59.03179931640625,19683.391180555554,8.66,3,AA,235
225,6.630199909210205,59.05139923095703,19683.43263888889,8.669,3,AA,240
226,5.8653998374938965,58.984901428222656,19683.559675925924,10.254,3,AA,221
227,5.869500160217285,59.067501068115234,19683.598541666666,10.118,3,AA,222
228,6.074999809265137,59.39590072631836,19683.774791666667,11.738,3,AA,227
229,6.259300231933594,59.507999420166016,19683.833819444444,9.097,3,AA,231
230,5.941999912261963,59.309600830078125,19683.93388888889,9.450000000000001,3,AA,224
231,5.551499843597412,59.16559982299805,19684.02965277778,9.508000000000001,3,AA,214
232,6.543499946594238,60.081199645996094,19685.29045138889,10.685,3,AA,236
233,6.547800064086914,60.12200164794922,19685.31355324074,10.797,3,AA,237
234,6.564199924468994,60.17020034790039,19685.341608796294,10.238,3,AA,239
235,6.633999824523926,60.32500076293945,19685.397696759257,10.464,3,AA,241
236,4.7891998291015625,60.856300354003906,19686.994618055556,9.705,3,AA,182
237,4.8993000984191895,60.84980010986328,19687.029293981483,9.551,3,AA,184
238,5.076000213623047,60.817298889160156,19687.0784375,10.135,3,AA,192
239,5.236499786376953,60.760799407958984,19687.13505787037,10.168000000000001,3,AA,197
240,5.411300182342529,60.698699951171875,19687.2084375,10.61,3,AA,207
241,5.340799808502197,60.82429885864258,19687.282349537036,10.741,3,AA,203
242,5.364500045776367,60.86669921875,19687.31769675926,10.182,3,AA,205
243,5.465799808502197,60.880699157714844,19687.35542824074,11.025,3,AA,210
244,5.307000160217285,61.08150100708008,19649.426550925924,9.845,4,AA,200
245,5.307000160217285,61.08150100708008,19649.456597222223,10.329,4,AA,200
246,5.559700012207031,60.87070083618164,19650.209328703702,12.443,4,AA,215
247,5.386199951171875,60.87179946899414,19650.403171296297,13.173,4,AA,206
248,5.47130012512207,60.88199996948242,19650.647696759257,12.862,4,AA,211
249,5.347499847412109,60.84880065917969,19650.99832175926,13.297,4,AA,204
250,5.316699981689453,60.80619812011719,19651.030208333334,13.118,4,AA,201
251,5.317299842834473,60.80619812011719,19651.379756944447,13.233,4,AA,202
252,5.168700218200684,60.685699462890625,19652.187280092592,9.472,4,AA,194
253,5.168700218200684,60.685699462890625,19652.5134375,9.326,4,AA,194
254,5.215000152587891,60.65620040893555,19652.67042824074,10.382,4,AA,196
255,5.255799770355225,60.624298095703125,19652.937997685185,10.134,4,AA,199
256,5.091300010681152,60.71220016479492,19653.09107638889,9.143,4,AA,193
257,5.05620002746582,60.72549819946289,19653.734733796296,9.869,4,AA,191
258,5.055799961090088,60.725799560546875,19653.749270833334,9.63,4,AA,190
259,5.038300037384033,60.73350143432617,19653.932997685184,9.969,4,AA,189
260,6.869800090789795,57.63370132446289,19668.302037037036,10.446,4,AA,242
261,6.361199855804443,57.650299072265625,19668.441435185185,10.48,4,AA,233
262,5.934700012207031,57.6682014465332,19668.548333333332,10.396,4,AA,223
263,5.857699871063232,57.76169967651367,19668.622893518517,10.449,4,AA,220
264,5.957200050354004,57.92319869995117,19668.719050925927,10.359,4,AA,225
265,6.554200172424316,58.16080093383789,19668.89613425926,10.527000000000001,4,AA,238
266,6.0346999168396,58.29100036621094,19669.012800925924,10.743,4,AA,226
267,5.776199817657471,58.2859992980957,19669.096412037037,10.833,4,AA,218
268,5.483799934387207,58.33649826049805,19669.186550925926,10.93,4,AA,212
269,5.461699962615967,58.40380096435547,19669.288194444445,10.888,4,AA,209
270,5.572000026702881,58.561798095703125,19669.387314814816,10.923,4,AA,216
271,5.415299892425537,58.58919906616211,19669.46125,10.999,4,AA,208
272,5.242000102996826,58.590301513671875,19669.54097222222,10.834,4,AA,198
273,4.980800151824951,58.660499572753906,19669.623726851853,11.168000000000001,4,AA,187
274,4.6427001953125,58.54280090332031,19669.744930555556,10.678,4,AA,179
275,4.517000198364258,58.891998291015625,19669.888703703702,10.707,4,AA,175
276,4.9166998863220215,58.932701110839844,19670.003194444445,10.781,4,AA,185
277,5.173799991607666,58.94049835205078,19670.097962962962,10.876,4,AA,195
278,4.348700046539307,58.383201599121094,19672.30861111111,10.271,4,AA,172
279,4.155300140380859,58.33980178833008,19672.42976851852,10.118,4,AA,167
280,4.786499977111816,58.20830154418945,19672.63351851852,10.092,4,AA,181
281,6.409200191497803,57.98030090332031,19673.457476851854,10.108,4,AA,234
282,5.783299922943115,58.94419860839844,19682.974791666667,10.923,4,AA,219
283,6.076900005340576,58.89459991455078,19683.289097222223,10.9,4,AA,228
284,6.274400234222412,59.00320053100586,19683.34252314815,8.411,4,AA,232
285,6.495800018310547,59.03179931640625,19683.391180555554,8.696,4,AA,235
286,6.630199909210205,59.05139923095703,19683.43263888889,8.712,4,AA,240
287,5.8653998374938965,58.984901428222656,19683.559675925924,10.297,4,AA,221
288,5.869500160217285,59.067501068115234,19683.598541666666,10.114,4,AA,222
289,6.074999809265137,59.39590072631836,19683.774791666667,11.886000000000001,4,AA,227
290,6.259300231933594,59.507999420166016,19683.833819444444,9.911,4,AA,231
291,5.941999912261963,59.309600830078125,19683.93388888889,10.117,4,AA,224
292,5.551499843597412,59.16559982299805,19684.02965277778,9.511000000000001,4,AA,214
293,6.543499946594238,60.081199645996094,19685.29045138889,10.704,4,AA,236
294,6.547800064086914,60.12200164794922,19685.31355324074,10.809000000000001,4,AA,237
295,6.564199924468994,60.17020034790039,19685.341608796294,10.353,4,AA,239
296,6.633999824523926,60.32500076293945,19685.397696759257,10.683,4,AA,241
297,4.7891998291015625,60.856300354003906,19686.994618055556,9.713000000000001,4,AA,182
298,4.8993000984191895,60.84980010986328,19687.029293981483,9.555,4,AA,184
299,5.076000213623047,60.817298889160156,19687.0784375,10.124,4,AA,192
300,5.236499786376953,60.760799407958984,19687.13505787037,10.192,4,AA,197
301,5.411300182342529,60.698699951171875,19687.2084375,10.618,4,AA,207
302,5.340799808502197,60.82429885864258,19687.282349537036,10.769,4,AA,203
303,5.364500045776367,60.86669921875,19687.31769675926,10.828,4,AA,205
304,5.465799808502197,60.880699157714844,19687.35542824074,11.089,4,AA,210
305,5.307000160217285,61.08150100708008,19649.426550925924,11.538,5,AA,200
306,5.307000160217285,61.08150100708008,19649.456597222223,12.309000000000001,5,AA,200
307,5.559700012207031,60.87070083618164,19650.209328703702,12.42,5,AA,215
308,5.386199951171875,60.87179946899414,19650.403171296297,13.129,5,AA,206
309,5.47130012512207,60.88199996948242,19650.647696759257,12.84,5,AA,211
310,5.347499847412109,60.84880065917969,19650.99832175926,13.295,5,AA,204
311,5.316699981689453,60.80619812011719,19651.030208333334,13.325000000000001,5,AA,201
312,5.317299842834473,60.80619812011719,19651.379756944447,13.35,5,AA,202
313,5.168700218200684,60.685699462890625,19652.187280092592,10.836,5,AA,194
314,5.168700218200684,60.685699462890625,19652.5134375,9.952,5,AA,194
315,5.215000152587891,60.65620040893555,19652.67042824074,10.165000000000001,5,AA,196
316,5.255799770355225,60.624298095703125,19652.937997685185,10.353,5,AA,199
317,5.091300010681152,60.71220016479492,19653.09107638889,10.104000000000001,5,AA,193
318,5.05620002746582,60.72549819946289,19653.734733796296,10.43,5,AA,191
319,5.055799961090088,60.725799560546875,19653.749270833334,10.32,5,AA,190
320,5.038300037384033,60.73350143432617,19653.932997685184,10.458,5,AA,189
321,6.869800090789795,57.63370132446289,19668.302037037036,10.448,5,AA,242
322,6.361199855804443,57.650299072265625,19668.441435185185,10.479000000000001,5,AA,233
323,5.934700012207031,57.6682014465332,19668.548333333332,10.396,5,AA,223
324,5.857699871063232,57.76169967651367,19668.622893518517,10.448,5,AA,220
325,5.957200050354004,57.92319869995117,19668.719050925927,10.359,5,AA,225
326,6.554200172424316,58.16080093383789,19668.89613425926,10.553,5,AA,238
327,6.0346999168396,58.29100036621094,19669.012800925924,10.743,5,AA,226
328,5.776199817657471,58.2859992980957,19669.096412037037,10.868,5,AA,218
329,5.483799934387207,58.33649826049805,19669.186550925926,10.93,5,AA,212
330,5.461699962615967,58.40380096435547,19669.288194444445,10.887,5,AA,209
331,5.572000026702881,58.561798095703125,19669.387314814816,10.943,5,AA,216
332,5.415299892425537,58.58919906616211,19669.46125,10.996,5,AA,208
333,5.242000102996826,58.590301513671875,19669.54097222222,10.838000000000001,5,AA,198
334,4.980800151824951,58.660499572753906,19669.623726851853,10.999,5,AA,187
335,4.6427001953125,58.54280090332031,19669.744930555556,10.683,5,AA,179
336,4.517000198364258,58.891998291015625,19669.888703703702,10.708,5,AA,175
337,4.9166998863220215,58.932701110839844,19670.003194444445,10.792,5,AA,185
338,5.173799991607666,58.94049835205078,19670.097962962962,10.867,5,AA,195
339,4.348700046539307,58.383201599121094,19672.30861111111,10.27,5,AA,172
340,4.155300140380859,58.33980178833008,19672.42976851852,10.117,5,AA,167
341,4.786499977111816,58.20830154418945,19672.63351851852,10.091000000000001,5,AA,181
342,6.409200191497803,57.98030090332031,19673.457476851854,10.121,5,AA,234
343,5.783299922943115,58.94419860839844,19682.974791666667,10.926,5,AA,219
344,6.076900005340576,58.89459991455078,19683.289097222223,11.111,5,AA,228
345,6.274400234222412,59.00320053100586,19683.34252314815,8.485,5,AA,232
346,6.495800018310547,59.03179931640625,19683.391180555554,8.753,5,AA,235
347,6.630199909210205,59.05139923095703,19683.43263888889,8.765,5,AA,240
348,5.8653998374938965,58.984901428222656,19683.559675925924,10.413,5,AA,221
349,5.869500160217285,59.067501068115234,19683.598541666666,10.102,5,AA,222
350,6.074999809265137,59.39590072631836,19683.774791666667,12.162,5,AA,227
351,6.259300231933594,59.507999420166016,19683.833819444444,11.308,5,AA,231
352,5.941999912261963,59.309600830078125,19683.93388888889,10.571,5,AA,224
353,5.551499843597412,59.16559982299805,19684.02965277778,9.509,5,AA,214
354,6.543499946594238,60.081199645996094,19685.29045138889,10.702,5,AA,236
355,6.547800064086914,60.12200164794922,19685.31355324074,10.802,5,AA,237
356,6.564199924468994,60.17020034790039,19685.341608796294,10.572000000000001,5,AA,239
357,6.633999824523926,60.32500076293945,19685.397696759257,10.870000000000001,5,AA,241
358,4.7891998291015625,60.856300354003906,19686.994618055556,9.712,5,AA,182
359,4.8993000984191895,60.84980010986328,19687.029293981483,9.578,5,AA,184
360,5.076000213623047,60.817298889160156,19687.0784375,10.116,5,AA,192
361,5.236499786376953,60.760799407958984,19687.13505787037,10.296,5,AA,197
362,5.411300182342529,60.698699951171875,19687.2084375,10.638,5,AA,207
363,5.340799808502197,60.82429885864258,19687.282349537036,10.847,5,AA,203
364,5.364500045776367,60.86669921875,19687.31769675926,10.862,5,AA,205
365,5.465799808502197,60.880699157714844,19687.35542824074,11.173,5,AA,210
366,5.307000160217285,61.08150100708008,19649.426550925924,13.744,6,AA,200
367,5.307000160217285,61.08150100708008,19649.456597222223,13.659,6,AA,200
368,5.559700012207031,60.87070083618164,19650.209328703702,12.424,6,AA,215
369,5.386199951171875,60.87179946899414,19650.403171296297,13.128,6,AA,206
370,5.47130012512207,60.88199996948242,19650.647696759257,12.811,6,AA,211
